				My penis is long.	Mahaba ang aking titi.			Where is he ordinally placed in the line now?	Pang-ilan na siya sa pila?
				Your feet stink.	Mabaho ang iyong paa.			Where is she ordinally placed in the line?	Pang-ilan siya sa pila?
				I want to play.	Gusto kong maglaro.			Where is she ordinally placed in the line now?	Pang-ilan na siya sa pila?
				The book is thick.	Makapal ang libro.			Where are you ordinally situated in the line?	Pang-ilan ka sa pila?
				A wide road.	Malapad na daan.			Where are you ordinally situated in the line now?	Pang-ilan ka na sa pila?
				My butt is heavy.	Mabigat ang aking pwet.			Where is he ordinally situated in the line?	Pang-ilan siya sa pila?
				I love life.	Mahal ko ang buhay.			Where is he ordinally situated in the line now?	Pang-ilan na siya sa pila?
				The dogs are angry.	Galit ang mga aso.			Where is she ordinally situated in the line?	Pang-ilan siya sa pila?
				I like explosions.	Mahilig ako sa mga pasabog.			Where is she ordinally situated in the line now?	Pang-ilan na siya sa pila?
				Bombs are bad.	Masama ang mga bomba.			I am the fifth person in line.	Ako ang ika-limang tao sa pila.
				I am only human.	Tao lang po ako.			The fifth person in line is me.	Ang ika-limang tao sa pila ay ako.
				The world is round.	Bilog ang mundo.			What is the order of birth of you and your siblings?	Anong pagkasunudsunod ng kapanganakan niyong magkakapatid?
				Your butt is black.	Maitim ang pwet mo.			What is his ordinality of birth among his siblings?	Pang-ilan ba siya sa kanilang magkakapatid?
				A dark road.	Madilim na daan.			What is her ordinality of birth among her siblings?	Pang-ilan ba siya sa kanilang magkakapatid?
				Can you help me?	Pwede mo ba akong tulungan?			What is his ordinality of birth among your siblings?	Pang-ilan ba siya sa inyong magkakapatid?
				I like to travel.	Mahilig akong bumiyahe.			What is her ordinality of birth among your siblings?	Pang-ilan ba siya sa inyong magkakapatid?
				I am tired.	Pagod na ako.			Where should you be ordinally situated?	Pang-ilan ka ba?
				Why does time run slow?	Bakit mahina tumakbo ang oras?			How many chickens have you had already?	Pang-ilang manok mo na iyan?
				Why are you slow?	Bakit mahina ka?			What is Rody's ordinality as president?	Pang-ilang presidente si Rody?
				Do you love me?	Mahal mo ba ako?			What should be the ordinality of my entrance?	Pang-ilan ba ako dapat lalabas?
				Do you love them?	Mahal mo ba sila?			There is no next time.	Wala nang susunod na beses.
				Do you love my penis?	Mahal mo ba ang aking titi?			One more time.	Isang beses pa.
				I want to eat.	Gusto kong kumain.			How many times had this happened already?	Ilang beses na nangyari ito?
				I want to eat food.	Gusto ko kumain ng pagkain.				
				I want to drink water.	Gusto ko uminom ng tubig.				
				I want cold water.	Gusto ko ng malamig na tubig.				
				I love travelling.	Mahilig akong bumiyahe.				
				Why aren't you happy?	Bakit hindi ka masaya?				
				Let's see.	Tingnan natin.				
				It wasn't me.	Hindi ako 'yun.				
				You chose to hurt me.	Pinili mong saktan ako				
				You chose to leave me.	Pinili mong iwan ako.				
				Love is blind.	Ang pag-ibig ay bulag.				
				What's the problem?	Ano ang problema?				
				Do you really want to know?	Gusto mo ba talagang malaman?				
				Is it my fault?	Kasalanan ko ba?				
				Are you hurt?	Nasaktan ka ba?				
				I don't know.	Hindi ko alam.				
				What is your name?	Ano ang pangalan mo?				
				I need your help.	Kailangan ko ang tulong mo.				
				We need your help.	Kailangan namin ang tulong mo.				
				Encircle the right answer.	Bilugan ang tamang sagot.				
				What is your answer?	Ano ang iyong sagot?				
				Underline your answer,	Salungguhitan ang iyong sagot.				
				Choose the right answer.	Piliin ang tamang sagot.				
				Write your answer.	Isulat ang iyong sagot.				
				Do you have a paper?	May papel ka?				
				Do you have a notebook?	May notebook ka?				
				Do you have a pencil?	May lapis ka?				
				Are you happy now?	Masaya ka na?				
				Which one do you guys think is better and why?	Alin sa dalawa ang sa tingin ninyo ang mas maganda at bakit?				
				What is your opinion about the show?	Ano ang opinyon mo sa palabas?				
				What do you like about the show?	Ano ang nagustuhan mo sa palabas?				
				I cannot believe how many of you read my writings.	Hindi ko inakalang ilan sa inyo ang nagbabasa ng sinusulat ko.				
				I really love to eat ice cream.	Gustong-gusto ko talagang kumain ng sorbetes.				
				I have told your mom about your absence during our practice.	Sinabi ko sa nanay mo ang tungkol sa pag liban mo sa praktis natin.				
				We thought you left already.	Akala namin umalis ka na.				
				She talked to me about her family problems.	Sinabihan niya ako tungkol sa problema niya sa pamilya.				
				You are so noisy!	Ang ingay mo!				
				I will tell your dad about this.	Sasabihin ko sa tatay mo ang tungkol dito.				
				How many bags did you bring?	Ilang supot ang dala mo?				
				Can you please get my phone upstairs?	Pwede mo bang kunin yung phone ko na nasa taas?				
				Were you hurt?	Nasaktan ka ba?				
				People nowadays don't think at all.	Mga tao ngayon hindi na nag-iisip.				
				Which way is the school?	Saan ba ang papuntang paaralan?				
				Aren't you getting tired?	Hindi ka ba napapagod?				
				Everything happens for a reason.	Lahat ng nangyayari ay may dahilan. 				
				Just follow that line and turn left.	Sundan mo lang ang linyang iyan at kumaliwa ka.				
				Let us go to a better place.	Doon tayo sa mas maayos na lugar.				
				What were you told to do?	Ano ba ang inutos sa iyo?				
				There are things that were not meant for us.	May mga bagay talaga na hindi nakatakda para sa atin.				
				Forever? It is such a long time.	Walang hanggan? Napakatagal naman ata.				
				I need more time.	Kailangan ko ng maraming oras.				
				When are you going home?	Kailan ka uuwi?				
				Forgive me for being harsh.	Patawarin mo ako sa mga masasakit kong salita.				
				We need to go home.	Kailangan na nating umuwi sa bahay.				
				I was staring at the chair when he suddenly came out of nowhere.	Nakatitig lang ako sa upuan at bigla lang siyang dumating.				
				I am amazed by your beauty.	Ako ay nabighani sa iyong ganda.				
				I don't care how old you are.	Wala akong pakialam kung gaano kayo katanda.				
				The children are studying.	Nag-aaral ang mga bata.				
				As a result, the baby woke up.	Nagising tuloy ang sanggol.				
				Could I have one?	Pwede humingi?				
				O, noble princess, do you not pity me?	O, prinsesang maharlika, 'di ka ba naaawa?				
				Calm down.	Kumalma ka.				
				When I go to the market, I haggle with the vendors.	Kapag pumupunta ako sa palengke, nakikipagtawaran ako sa mga manininda.				
				When I go to the market, I haggle with the vendors.	Kapag pumupunta ako sa palengke, nakikipagtawaran ako sa mga tindero.				
				When I go to the market, I haggle with the vendors.	Kapag pumupunta ako sa palengke, nakikipagtawaran ako sa mga tindera.				
				Don't be like that!	Wag ka ngang ganyan!				
				I'm so beautiful.	Ang ganda ko naman.				
