Please put this on her table.	Pakilagay ito sa kanyang mesa.			Praying should be first in our tasks.	Ang pagdarasal ay laging una sa ating mga gawain.			I drank milk.	Uminom ako ng gatas.
Please put this on their table.	Pakilagay ito sa kanilang mesa.			I love other people because of my love for you.	Mahal ko ang aking kapwa tao dahil sa pagmamahal ko sa iyo.			I am drinking milk.	Umiinom ako ng gatas.
Please put this on our table.	Pakilagay ito sa aming mesa.			Ask God's help to avoid and fight all sins.	Hingin ang tulong ng Diyos upang maiwasan at malabanan ang mga kasalanan.			I will drink milk.	Iinom ako ng gatas.
Please put this on our table.	Pakilagay ito sa ating mesa.			Have I stolen any object?	May nanakaw na ba akong gamit?			I should have drunk milk.	Uminom dapat ako ng gatas.
I got tired walking to school.	Napagod akong maglakad patungong paaralan.			You may now leave the place.	Pwede ka nang umalis sa lugar na ito.			I should be drinking milk.	Umiinom dapat ako ng gatas.
The chair here is bigger compared to the other room.	Mas malaki ang upuan dito kaysa sa kabilang kwarto.			Wholeheartedly ask forgiveness for the sins done.	Buong pusong hingin ang kapatawaran sa kasalanang nagawa.			I was supposed to drink milk.	Iinom dapat ako ng gatas.
The light is brighter here.	Mas malinaw ang ilaw dito.			Bless me father, for I have sinned.	Bendisyonan mo ako padre, dahil ako ay nagkasala.			I should have drunk milk earlier.	Uminom dapat ako ng gatas kanina.
The sound of the speaker is better here.	Mas maganda ang tunog dito ng ispiker.			He loved us and he continues to do it.	Minahal niya tayo at patuloy niya itong ginagawa.			I should be drinking milk right now.	Umiinom dapat ako ng gatas ngayon.
There will be a professor visiting later.	May bibisitang propesor mamaya.			We are blessed by our knowledge.	Tayo ay pinagpala ng ating kaalaman.			I should be drinking milk now.	Umiinom dapat ako ng gatas ngayon.
There was a professor that visited earlier.	May bumisitang propesor kanina.			Our attitude depends on what we do.	Ang ating katangian ay nakasalakay sa ating ginagawa.			I was supposed to drink milk earlier.	Iinom dapat ako ng gatas kanina.
There is a professor visiting now.	May bumibisitang propesor ngayon.			The future belongs to those who dream.	Ang kinabukasan ay nasa kamay ng mga taong nangangarap.			I should have drunk milk.	Uminom ako dapat ng gatas.
I built.	Binuo ko.			I am the wisest of all and this is because I know one thing and that is I know nothing.	Ako ang pinakamatalino sa lahat at ito ay dahil mayroon akong iisang nalalaman at iyon ay wala akong nalalaman.			I should be drinking milk.	Umiinom ako dapat ng gatas.
I am building.	Binubuo ko.			The sun scorches those who walk under it.	Sinusunog ng araw ang mga naglalakbay sa ilalim nito.			I was supposed to drink milk.	Iinom ako dapat ng gatas.
I will build.	Bubuuin ko.			Go home and do your duties, do not be a lazy person.	Umuwi ka at gawin mo ang iyong gampanin, huwag kang maging isang tamad na tao.			I should have drunk milk earlier.	Uminom ako dapat ng gatas kanina.
I built it.	Binuo ko ito.			Can you please help me in doing my homework?	Pwede mo ba akong tulungan sa aking takdang-aralin?			I should be drinking milk right now.	Umiinom ako dapat ng gatas ngayon.
I am building it.	Binubuo ko ito.			No part of this publication may be reproduced, stored, or translated in any way without written permission of the publisher.	Walang parte ng librong ito ay pwedeng paramihin, itago, o isalin-salin sa kahit anong paraan kung wala ang permiso ng may akda.			I should be drinking milk now.	Umiinom ako dapat ng gatas ngayon.
I will build it.	Bubuuin ko ito.			For a brief moment he allowed himself the impossible hope that nobody would answer him.	Sa maliit na oras na iyon hinayaan niya ang kanyang sarili sa imposibleng pag-asang walang sasagot sa kanya.			I was supposed to drink milk earlier.	Iinom ako dapat ng gatas kanina.
I built earlier.	Binuo ko kanina.			Almost three fourths of this front page was taken up by a large black-and-white picture of a man with a thick hair like a mane of a lion and a rather burdened face.	Halos tatlong kapat ng unang pahinang ito ay nakuha ng isang litrato ng isang lalakeng may makapal na buhok na tulad ng balbas ng leyon at mukhang parang sinakluban ng langit at lupa.			I have already drunk milk.	Nakainom na ako ng gatas.
I am building now.	Binubuo ko ngayon.			Where a split second before there had been an armchair, there now lay an enormously fat, bald, old man who was massaging his lower belly and had a nerved and red eye.	Kung saan may tumayo na upuan kani-kanina lamang, ngayon ay may matandang lalaki na nakahiga, hinihilot ang kanyang tiyan at nagtataglay ng nangangamba at pulang mata.			He drank milk.	Uminom siya ng gatas.
I will build later.	Bubuuin ko na mamaya.			To complete this vision of perfection, she was carrying a heavily laden breakfast tray.	Para kumpletuhin ang mala perpektong pananaw, dala-dala niya ang isang agahan na nararapat para sa isang hari.			He is drinking milk.	Umiinom siya ng gatas.
I answered earlier.	Nagsagot ako kanina.			He read the letter through several times, his breathing becoming easier with each reading.	Binasa niya ang liham nang pauli-ulit, ang kanyang paghinga nagiging mas maihan sa bawat pagbasa.			He will drink milk.	Iinom siya ng gatas.
I am answering now.	Nagsasagot ako ngayon.			It would have been a happy, peaceful week had it not been for the stories of disappearances, odd accidents, even of deaths.	Masaya at mapayapa na sana ang linggo, kung wala lamang ang mga balita ng pagkakawala, aksidente, pati ng kamatayan.			He should have drunk milk.	Uminom dapat siya ng gatas.
I will answer later.	Magsasagot ako mamaya.			They're staring at you because you were at the party too.	Tinitignan ka nila sapagkat nandoon ka rin sa piging na iyon.			He should be drinking milk.	Umiinom dapat siya ng gatas.
I did it earlier.	Ginawa ko ito kanina.			You'd better put that cloak back on, and we can walk up to the school.	Mas maigi pang isuot mo yang kapa mo, at maari na muli tayong maglakad papunta sa eskwelahan.			He was supposed to drink milk.	Iinom dapat siya ng gatas.
I am doing it now.	Ginagawa ko ito ngayon.			Because if taken in excess, it causes freezing, giddiness, and amnesia.	Sapagkat kung maiinom nang may pagkalabis, ito'y magdudulot ng panginginig, pagkabalisa, at pagkakalimot.			He should have drunk milk earlier.	Uminom dapat siya ng gatas kanina.
I will do it later.	Gagawin ko ito mamaya.			All of us possess rights that we should fight on that is cited in the Article III of our Constitution.	Lahat tayo ay may mga karapatan na dapat ipaglaban na nakalaan sa Artikulo III ng ating konstitusyon.			He should be drinking milk right now.	Umiinom dapat siya ng gatas ngayon.
He built.	Binuo niya.			I asked the vendor if she sells eggs.	Tinanong ko ang tindera kung may tinitinda siyang itlog.			He should be drinking milk now.	Umiinom dapat siya ng gatas ngayon.
He is building.	Binubuo niya.			I failed the quiz yet I won't give up.	Bumagsak ako sa pagsusulit namin ngayon pero hindi ako susuko.			He was supposed to drink milk earlier.	Iinom dapat siya ng gatas kanina.
He will build.	Bubuuin niya.			I have five pencils here, and I'll allow you to borrow one.	May lima akong lapis dito, at papayag akong magpahiram ng isa sa iyo.			He should have drunk milk.	Uminom siya dapat ng gatas.
She built.	Binuo niya.			Mae chose to stay than to transfer to a school that is far from the city.	Pinili ni Mae na manatili dito kaysa lumipat sa isang paaralang malayo sa siyudad.			He should be drinking milk.	Umiinom siya dapat ng gatas.
She is building.	Binubuo niya.			I was dumb to expect for something that is eventually useless.	Naging tanga ako para umasa sa isang bagay na wala palang kwenta.			He were supposed to drink milk.	Iinom siya dapat ng gatas.
She will build.	Bubuuin niya.			The roasted pig is delicious with soy sauce.	Napakasarap ng lechon kasama ang toyo.			He should have drunk milk earlier.	Uminom siya dapat ng gatas kanina.
We built.	Binuo namin.			Someday, I hope you'll understand what I did for both of us.	Balang araw, umaasa akong maiintindihan mo ang mga ginawa ko para sa ating dalawa.			He should be drinking milk right now.	Umiinom siya dapat ng gatas ngayon.
We are building.	Binubuo namin.			Let's play hide and seek and I hope you'll find me.	Laro tayo ng tagu-taguan at sana mahanap mo ako.			He should be drinking milk now.	Umiinom siya dapat ng gatas ngayon.
We will build.	Bubuuin namin.			I fell in love with a monster who took me to their world.	Nahulog ako sa isang halimaw na dinala ako sa kanilang mundo.			He were supposed to drink milk earlier.	Iinom siya dapat ng gatas kanina.
I used up the time earlier.	Sinagad ko ang oras kanina.			What about us, after everything?	Paano na tayong dalawa, pagkatapos ng lahat?			He has already drunk milk.	Nakainom na siya ng gatas.
I am using up the time.	Sinasagad ko ang oras.			We are children that need to be loved.	Tayo'y mga bata na dapat mahalin.			Drink milk.	Uminom ka ng gatas.
I will use up the time later.	Sasagarin ko ang oras mamaya.			Good morning to each and everyone of you, I am Drew from Digos.	Magandang umaga sa bawat isa sa inyo, ako si Drew galing Digos.			Drink milk already.	Uminom ka na ng gatas.
You should take care in answering.	Dapat kang mag-ingat sa pagsasagot.			You will see the difference if you have already tried.	Makikita mo ang kaibahan kapag nasubukan mo na.			You are drinking milk.	Umiinom ka ng gatas.
You should take care when walking.	Dapat kang mag-ingat sa paglalakad.			I don't like going to other places in solo.	Ayaw kong pumpuna sa ibang lugar nang mag-isa.			You will drink milk.	Iinom ka ng gatas.
You should be careful of what you say.	Dapat kang mag-ingat sa iyong sinasabi.			You need to be resourceful.	Kailangan mong maging madiskarte.			Did you drink milk?	Uminom ka ng gatas?
Your preparation is lacking.	Kulang ang iyong pinaghandaan.			Do some research on this.	Magsaliksik ka tungkol dito.			Did you drink milk already?	Uminom ka na ng gatas?
I will prepare for the exam.	Maghahanda ako para sa pagsusulit.			Do you know where I can find this?	Alam mo ba kung saan ko ito makikita?			Do you drink milk?	Umiinom ka ng gatas?
I am preparing for the exam.	Naghahanda ako para sa pagsusulit.			Get down from there, you might fall.	Bumaba ka diyan, baka mahulog ka.			Will you drink milk?	Iinom ka ng gatas?
I prepared for the exam.	Naghanda ako para sa pagsusulit.			Never trust someone you don't know, never trust a stranger.	Huwag kang magtiwala sa 'di mo kilala, huwag kang magtiwala sa estranghero.			You should have drunk milk.	Uminom ka dapat ng gatas.
We will prepare for the exam.	Maghahanda kami para sa pagsusulit.			Well-being is in happiness and not in prosperity.	Ang kaginhawaan ay nasa kasiyahan at wala sa kasaganahan.			You should be drinking milk.	Umiinom ka dapat ng gatas.
We are preparing for the exam.	Naghahanda kami para sa pagsusulit.			Don't take it too seriously.	Huwag mo masyadong seryosohin.			You were supposed to drink milk.	Iinom ka dapat ng gatas.
We prepared for the exam.	Naghanda kami para sa pagsusulit.			Do you want to go out and eat?	Gusto mo bang lumabas at kumain?			You should have drunk milk earlier.	Uminom ka dapat ng gatas kanina.
He will prepare for the exam.	Maghahanda siya para sa pagsusulit.			Look at the scenery, it's breathtaking.	Pagmasdan mo ang tanawin, nakakapagpigil-hininga.			You should be drinking milk right now.	Umiinom ka dapat ng gatas ngayon.
He is preparing for the exam.	Naghahanda siya para sa pagsusulit.			He merely heaved a heavy sigh for he had lost.	Napabuntong hininga na lamang siya sapagka't siya'y natalo.			You should be drinking milk now.	Umiinom ka dapat ng gatas ngayon.
He prepared for the exam.	Naghanda siya para sa pagsusulit.			Thank you for stopping by.	Salamat sa pagpunta.			You were supposed to drink milk earlier.	Iinom ka dapat ng gatas kanina.
She will prepare for the exam.	Maghahanda siya para sa pagsusulit.			I'm sorry, I didn't mean to.	Pasensiya ka na, hindi ko sinsadya.			You have already drunk milk.	Nakainom ka na ng gatas.
She is preparing for the exam.	Naghahanda siya para sa pagsusulit.			I bought this for you, I hope you like it.	Binili ko ito para sa'yo, sana magustuhan mo.			You have drunk milk already.	Nakainom ka na ng gatas.
She prepared for the exam.	Naghanda siya para sa pagsusulit.			What are your thoughts on this?	Anong masabi mo dito?			I drank milk!	Uminom ako ng gatas!
What we studied was lacking.	Kulang ang napag-aralan namin.			Take a deep breath, I know you're only nervous.	Huminga ka nang malalim, alam kong kinakabahan ka lang.			I am drinking milk!	Umiinom ako ng gatas!
The difficult lessons did not come out in the exam.	Hindi lumabas sa pagsusulit ang mahihirap na aralin.			This is my eighth yawn since I entered the class.	Pangwalong hikab ko na ito simula nung pumasok ako sa klase.			I will drink milk!	Iinom ako ng gatas!
The hard lessons did not come out in the exam.	Hindi lumabas sa pagsusulit ang mahihirap na aralin.			I came in late, wearing white shoes instead of my black shoes.	Nahuli akong pumasok suot ang aking puting sapatos imbes ang aking itim na sapatos.			I should have drunk milk!	Uminom dapat ako ng gatas!
That did not come out in the exam.	Hindi naman iyan lumabas sa pagsusulit.			His luxurious black car is so flashy in front of the building.	Ang kanyang napakagarang itim na sasakyan ay napakasilaw sa harap ng gusali.			I should be drinking milk!	Umiinom dapat ako ng gatas!
What I studied was wrong.	Mali ang aking naaral.			I sip a bit of coffee after reading the last sentence.	Uminom ako ng konting kape matapos basahin ang huling pangungusap.			I was supposed to drink milk!	Iinom dapat ako ng gatas!
The exam is still tomorrow.	Bukas pa pala ang pagsusulit.			This is the reason why my eyes are like this.	Ito ang rason kung bakit ganito ang aking mata.			I should have drunk milk earlier!	Uminom dapat ako ng gatas kanina!
The submission is still tomorrow.	Bukas pa pala ang pasahan.			That story was really painful and sad.	Ang kwento ay talagang masakit at malungkot.			I should be drinking milk right now!	Umiinom dapat ako ng gatas ngayon!
Upto one page only.	Hanggang isang pahina lamang.			We will have a long test tomorrow.	Magkakaroon tayo ng mahabang pagsusulit bukas.			I should be drinking milk now!	Umiinom dapat ako ng gatas ngayon!
Upto two pages only.	Hanggang dalawang pahina lamang.			I arranged my books and put them inside my bag.	Inayos ko ang aking mga libro at nilagay sa loob ng aking bag.			I was supposed to drink milk earlier!	Iinom dapat ako ng gatas kanina!
Upto three pages only.	Hanggang tatlong pahina lamang.			I want to punch him!	Gusto ko siyang sapakin!			I should have drunk milk!	Uminom ako dapat ng gatas!
Upto four pages only.	Hanggang apat na papahina lamang.			He stole my book yesterday.	Ninakaw niya ang aking libro kahapon.			I should be drinking milk!	Umiinom ako dapat ng gatas!
Upto five pages only.	Hanggang limang pahina lamang.			I'm tired of keeping these feelings.	Pagod na akong itago ang mga nararamdamang ito.			I was supposed to drink milk!	Iinom ako dapat ng gatas!
Upto six pages only.	Hanggang anim na pahina lamang.			I'm tired of pretending that I don't like you.	Pagod na akong magpanggap na hindi na kita gusto.			I should have drunk milk earlier!	Uminom ako dapat ng gatas kanina!
Upto seven pages only.	Hanggang pitong pahina lamang.			I woke up when I felt the car stopped.	Gumising ako nang naramdaman kong huminto ang sasakyan.			I should be drinking milk right now!	Umiinom ako dapat ng gatas ngayon!
Upto eight pages only.	Hanggang walong pahina lamang.			I comb my hair.	Sinusuklay ko ang aking buhok.			I should be drinking milk now!	Umiinom ako dapat ng gatas ngayon!
Upto nine pages only.	Hanggang siyam na pahina lamang.			She is curly.	Siya ay kulot.			I was supposed to drink milk earlier!	Iinom ako dapat ng gatas kanina!
Upto ten pages only.	Hanggang sampung pahina lamang.			The silence that was making the tears that were threatening to fall.	Ang katahimikan na tumatakip sa mga luhang nagbabadyang tumulo.			I have already drunk milk!	Nakainom na ako ng gatas!
One thousand words are needed.	Kailangan ng isang libong salita.			If you're afraid of losing then, you don't deserve to win.	Kung natatakot kang matalo, hindi ka karapat-dapat na manalo.			He drank milk!	Uminom siya ng gatas!
One hundred words are needed.	Kailangan ng isandaang salita.			There is no way to undo things now.	Wala nang paraan upang ibalik ang mga bagay ngayon.			He is drinking milk!	Umiinom siya ng gatas!
Our courses will be separated.	Paghihiwalayin ang ating mga kurso.			The sound of the waves crashing on the shore made me shiver.	Ang tunog ng along humahampas sa pampang ay nagpanginig sa akin.			He will drink milk!	Iinom siya ng gatas!
Our courses will separate.	Maghihiwalay ang ating mga kurso.			I slept witha heavy heart.	Nakatulog akong may mabigat na kalooban.			He should have drunk milk!	Uminom dapat siya ng gatas!
Our courses are separate.	Magkahiwalay ang ating kurso			I am still very young to decide on thngs that will take time.	Masyado pa akong bata para magdesisiyon sa mga bagay na kailangan ng oras.			He should be drinking milk!	Umiinom dapat siya ng gatas!
Our courses are different.	Magkaiba ang ating kurso.			Nothing will ever happen to me if I don't risk on uncertain things.	Wala kailanmang mangyayari sa akin kung hindi ako susugal sa mga bagay na walang kasiguraduhan.			He was supposed to drink milk!	Iinom dapat siya ng gatas!
Our class are separate.	Magkahiwalay ang klase natin.			I don't exactly know how to properly turn things into words.	Hindi ko alam nang lubos kung paano isalin nang tama ang mga bagay para maging salita.			He should have drunk milk earlier!	Uminom dapat siya ng gatas kanina!
Our class will separate.	Maghihiwalay ang klase natin.			I spent the rest of the night crying alone in my room.	Inilaan ko ang natitirang bahagi ng gabi sa pag-iyak nang mag-isa sa aking kwarto.			He should be drinking milk right now!	Umiinom dapat siya ng gatas ngayon!
Our calss willl be separated.	Paghihiwalayin ang klase natin.			I coudn't bear to make any eye contact with him.	Hindi ko kayang makipagtinginan sa kanya.			He should be drinking milk now!	Umiinom dapat siya ng gatas ngayon!
What we studied are different.	Magkaiba ang pinag-aralan natin.			My blood boiled so much that I did not even think about what I'm going to do next.	Kumulo nang labis ang aking dugo na hindi ko magawang mag-isip kung ano ang susunod kong gagawin.			He was supposed to drink milk earlier!	Iinom dapat siya ng gatas kanina!
What we studied are different.	Magkaiba ang pinag-aralan namin.			I have never been humiliated that way my entire life.	Hindi ako kailanman napahiya nang ganoon sa buong buhay ko.			He should have drunk milk!	Uminom siya dapat ng gatas!
We have different backgrounds.	Magkaiba kami ng pinanggalingan.			This is how I react to people who I hate the most for no apparent reason.	Ganito ako umasta sa mga taong pinaka-ayaw ko nang walang malinaw na dahilan.			He should be drinking milk!	Umiinom siya dapat ng gatas!
We have the same background.	Pareho kami ng pinanggalingan.			My heart pounded wildly.	Kumabog nang malakas ang aking puso.			He were supposed to drink milk!	Iinom siya dapat ng gatas!
We came from different places.	Galing kami sa magkaibang lugar.			She smiled at me and spread her arms widely to welcome a hug.	Ngumiti siya sa akin at inilahad ang kanyang mga braso para sa tumanggap ng isang yakap.			He should have drunk milk earlier!	Uminom siya dapat ng gatas kanina!
We came from the same place.	Galing kami sa parehong lugar.			She intended to go shopping.	Tinangka niyang mamalengke.			He should be drinking milk right now!	Umiinom siya dapat ng gatas ngayon!
We need to plan thoroughly our next step.	Kailangan nating pagplanuhan nang maigi ang susunod nating hakbang.			She is proficient in French.	Magaling siya sa Pranses.			He should be drinking milk now!	Umiinom siya dapat ng gatas ngayon!
We planned.	Pinagplanuhan namin.			She was trembling with fear.	Nanginginig siya sa takot.			He were supposed to drink milk earlier!	Iinom siya dapat ng gatas kanina!
We are planning.	Pinagpaplanuhan namin.			She will give birth in July.	Manganganak siya sa Hulyo.			He has already drunk milk!	Nakainom na siya ng gatas!
We will plan.	Pagpaplanuhan namin.			Someone is calling for help.	May humihingi ng tulong.			Drink milk!	Uminom ka ng gatas!
We planned earlier.	Pinagplanuhan namin kanina.			Thanks for your explanation.	Salamat sa iyong paliwanag.			Drink milk already!	Uminom ka na ng gatas!
We are planning now.	Pinagpaplanuhan namin ngayon.			The cat sleeps on the table.	Natutulog ang pusa sa mesa.			You are drinking milk!	Umiinom ka ng gatas!
We will plan later.	Pagpaplanuhan namin mamaya.			The party is just beginning.	Nagsisimula pa lang ang party.			You will drink milk!	Iinom ka ng gatas!
We made a plan earlier.	Gumawa kami ng plano kanina			The rain spoiled our picnic.	Sinira ng ulan ang piknik namin.			Did you drink milk?	Uminom ka ng gatas?
We are making a plan now.	Gumagawa kami ng plano ngayon.			The ship left ahead of time.	Maagang umalis ang barko.			Did you drink milk already?	Uminom ka na ng gatas?
We will make a plan later.	Gagawa kami ng plano mamaya.			The train station is nearby.	Malapit ang estasyon ng tren.			Do you drink milk?	Umiinom ka ng gatas?
I want to listen.	Gusto kong makinig.			The trip was very expensive.	Sobrang mahal ang biyahe.			Will you drink milk?	Iinom ka ng gatas?
I want to listen but I am sleepy.	Gusto kong makinig ngunit inaantok ako.			The wound is not yet healed.	Hindi pa magaling ang sugat.			You should have drunk milk!	Uminom ka dapat ng gatas!
I want to listen but I am sleepy.	Gusto kong makinig subalit inaantok ako			There are five pencils here.	Mayroong limang lapis dito.			You should be drinking milk!	Umiinom ka dapat ng gatas!
I want to listen but I am really sleepy.	Gusto kong makinig ngunit inaantok talaga ako.			There seems to be a mistake.	Mukhang may mali.			You were supposed to drink milk!	Iinom ka dapat ng gatas!
I want to go.	Gusto sanang pumunta.			The right thing to do is folow her principles.	Ang tamang gawin ay sundin ang kanyang mga prinsipyo.			You should have drunk milk earlier!	Uminom ka dapat ng gatas kanina!
I want to go but I still have something to do.	Gusto ko sanang pumunta ngunit may gagawin pa ako.			Give me one lifetime to prove you that I deserve your love.	Bigyan mo ako ng habang-buhay upang patunayan sa'yo na nararapat ako sa iyong pag-ibig.			You should be drinking milk right now!	Umiinom ka dapat ng gatas ngayon!
I want to go but I have something to do.	Gusto ko sanang pumunta ngunit may gagawin ako.			Life is too short for mediocre love.	Ang buhay ay masyadong maikli para sa mababaw na pag-ibig.			You should be drinking milk now!	Umiinom ka dapat ng gatas ngayon!
I want to got but I have an exam.	Gusto ko sanang pumunta ngunit may pagsusulit ako.			It's always better to be kind than to be right.	Laging mas mainam na maging mabait kaysa sa maging tama.			You were supposed to drink milk earlier!	Iinom ka dapat ng gatas kanina!
I want to got but I still have an exam.	Gusto ko sanang pumunta ngunit may pagsusulit pa ako.			I have wondered who desides our destiny.	Nagtataka ako kung sino ang nagpapasya sa ating kapalaran.			You have already drunk milk!	Nakainom ka na ng gatas!
I want to go but I still have work.	Gusto ko sanang pumunta ngunit may trabaho pa ako.			She realized that she doesn't want to watch me marry someone else.	Napagtanto niya na ayaw niya akong panooring ikakasal sa iba.			You have drunk milk already!	Nakainom ka na ng gatas!
I want to go but I have work.	Gusto ko sanang pumunta ngunit may trabaho ako.			I wish I can stop the time so we can spend more time with each other.	Sana kaya kong pigilan ang oras para mas matagal pa kitang makasama.			Keep on writing.	Sulat lang nang sulat.
I want to go but I do not have money.	Gusto ko sanang pumunta ngunit wala akong pera.			I found a way to make her accepts my gifts.	Nakahanap ako ng paraan para tanggapin niya ang aking mga regalo.			Keep on reading.	Basa lang nang basa.
I need to find a new dormitory.	Kailangan kong maghanap ng bagong dormitoryo.			I want to go home with you.	Gusto kong umuwi sa bahay kasama ka.			Keep on eating.	Kain lang nang kain.
I need to search for a new dormitory.	Kailangan kong maghanap ng bagong dormitoryo.			You look so innocent.	Napaka-inosente mong tignan.			Keep on moving.	Galaw lang nang galaw.
Our dormitory is very noisy.	Napakaingay sa aming dormitoryo.			He knows how to fill things that are lacking.	Alam niya kung paano punan ang mga bagay na kulang.			Keep on talking.	Salita lang nang salita.
It is good to study in the library.	Magandang mag-aral sa silid-aklatan.			The party has just begun.	Kasisimula pa lang ng kasiyahan.			Keep on pronouncing.	Bigkas lang nang bigkas.
It is easy to study in the library.	Madaling makapag-aral sa silid-aklatan.			My mind was filled with doubts.	Napuno ang aking isip ng mga pagdududa.			Keep on thinking.	Isip lang nang isip.
It is easy to study in a quiet place.	Madaling makapag-aral sa tahimik na lugar.			He clenched his jaw.	Kinuyom niya ang kangyang panga.			Keep on washing.	Hugas lang nang hugas.
It is easy to study in a place that is quiet.	Madaling makapag-aral sa lugar na tahimik.			Let's break up.	Maghiwalay na tayo.			Keep on trying.	Subok lang nang subok.
I got hungry.	Nagutom ako.			I need to be strong.	Kailangan kong maging matatag.			Keep on searching.	Hanap lang nang hanap.
I am hungry.	Nagugutom ako.			I have decided to tell the truth.	Nakapagpasya ako na sabihin ang totoo.			Keep on asking.	Tanong lang nang tanong.
I will be hungry.	Magugutom ako.			I hope that you would treat her like a princess.	Sana tratuhin mo siyang parang prinsesa.			Keep on running.	Takbo lang nang takbo.
I still have not eaten anything.	Wala pa akong kinakain.			I am not your obligation.	Hindi mo ako obligasyon.			Keep on walking.	Lakad lang nang lakad.
There is still no food.	Wala pa ang pagkain.			I need to avoid this right now.	Kailangan kong iwasan ito ngayon.			Keep on swimming.	Langoy lang nang langoy.
Lunch is still not ready.	Hindi pa handa ang tanghalian.			You know the answer of your question.	Alam mo ang sagot sa tanong mo.			Keep on slicing.	Hiwa lang nang hiwa.
Lunch is not yet ready.	Hindi pa handa ang tanghalian.			Do all things with love.	Gawin mo ang lahat ng bagay nang may pagmamahal.			Keep on cutting.	Putol lang nang putol.
Luncy is not ready.	Hindi handa ang tanghalian.			I don't know when to start.	Hindi ko alam kung kailan magsimula.			Keep on singing.	Kanta lang nang kanta.
The prices in the canteen went up again.	Tumaas na naman ang presyo sa kantina.			Love is incomparable.	Ang pagmamahal ay walang katumbas.			Keep on playing.	Tugtog lang nang tugtog.
The food in the canteen is expensive.	Mahal ang mga pagkain sa kantina.			Don't be afraid.	Huwag kang matakot.			Keep on playing.	Laro lang nang laro.
The price of food in the canteen went up.	Nagtaas ng presyo ng pagkain sa kantina.			I don't have any idea why this is happening.	Wala akong ideya kung bakit ito nangyayari.			Keep on jumping.	Talon lang nang talon.
My money is lacking to buy lunch.	Kulang ang aking pera para bumili ng tanghalian.			I tried to be like you.	Sinusubukan kong maging katulad mo.			Keep on mixing.	Halo lang nang halo.
I will just buy pancit.	Bibili na lang ako ng pansit.			I sacrificed all just to make you happy.	Sinakripisyo ko ang lahat para lang mapaligaya ka.			Keep on pushing.	Tulak lang nang tulak.
I will buy pancit.	Bibili ako ng pansit.			You are the reason of what I am now.	Ikaw ang dahilan ng kung ano ako ngayon.			Keep on pulling.	Hila lang nang hila.
I bought pancit.	Bumili ako ng pansit.			My wish is your happinness.	Ang hangad ko ay ang kaligayahan mo.			Keep on lifting.	Buhat lang nang buhat.
I ate pancit only.	Pansit lang ang aking kinain.			The talks regarding the island's territory rests on me.	Nakasalalay sa akin ang usapin tungkol sa teritoryo ng isla.			Keep on wrapping.	Balot lang nang balot.
Pancit and siomai is delicious.	Masarap ang pansit at siomai.			Because of his diligence and intelligence, he handles important tasks.	Dahil sa kanyang kasipagan at angking talino, hinahawakan niya ang mga importanteng tungkulin.			Keep on scratching.	Kamot lang nang kamot.
It is hot again outside.	Ang init na naman sa labas.			A student approached Luciana as she was speaking in front of the class.	Nilapitan ng isang mag-aaral si Luciana habang nagtatlumpati sa harap ng klase.			Keep on hiding.	Tago lang nang tago.
We should have have reached this point.	Hindi dapat tayo umabot sa ganito.			They also do not believe that it had something to do with the posters.	Hindi rin sila naniniwala na may kinalaman ito sa mga paskil.			Just keep writing.	Sulat lang nang sulat.
The time given to us was insufficient.	Hindi sapat ang binigay sa ating oras.			Sarah's mother is caring.	Ang nanay ni Sarah ay mapagkalinga.			Just keep reading.	Basa lang nang basa.
The time given to us was not enough.	Hindi sapat ang binigay sa ating oras.			The floor was shining like a diamond.	Kumikintab na parang dyamante ang sahig.			Just keep eating.	Kain lang nang kain.
The question given to us was wrong.	Mali ang ibinigay na tanong sa atin.			I am a beggar, poor and begging for mercy.	Ako ay isang dukha, mahirap, at humihiling ng awa.			Just keep moving.	Galaw lang nang galaw.
What was given to us was wrong.	Mali ang ibinigay sa atin.			The countless number of dandruff his head is countless and this is becoming his obstacle in making friends with others.	Di mabilang ang balakubak sa kanyang ulo na siyang nagiging balakid niya sa pakikipag-kaibigan sa iba.			Just keep talking.	Salita lang nang salita.
The questions given to us were different.	Magkaiba ang mga tanong na binigay sa atin.			Unknown to the knowledge of others, Enrique pretends to be a kind young man in front of others.	Lingid sa pagkakaalam ng iba, si Enrique ay nagbabalatkayo bilang isang mabuting binata sa harap ng iba.			Just keep pronouncing.	Bigkas lang nang bigkas.
What was given to us were different.	Hindi parehas ang binigay sa atin.			One odd number is what they were looking for according to the teacher.	Isang numerong gansal ang kanilang hinaharap ayon sa guro.			Just keep thinking.	Isip lang nang isip.
The question you got was harder.	Mas mahirap ang nakuha mong tanong.			"Isn't that woman the prosecutor of the case?" Aga guessed.	"Hindi ba't ang babaeng iyan ang tagausig ng kaso?" sapantaha ni Aga.			Just keep washing.	Hugas lang ng hugas.
The question you got was more difficult.	Mas mahirap ang nakuha mong tanong.			The ideology of the youth is filled with madness.	Ang ideolohiya ng kabataan ay puno ng kahibangan.			Just keep trying.	Subok lang ng subok.
What you got was harder.	Mas mahirap ang nakuha mo.			The man's face is filled with annoyance due to the endless insults of the woman.	Puno ng yamot ang mukha ng lalake dahil sa 'di walang katapusang mga insulto ng babae.			Just keep searching.	Hanap lang nang hanap.
